"","text","screen_name","user_id","created_at","favourite_count","retweet_count","location","followers_count","friends_count","account_lang"
"2332","RT @Sureshchand193: *Every celebration turns divine when it is done by contemplating the welfare of the whole universe! A similar example w…","Santosh57759779",1369482971615465472,"2021-03-10 02:59:18",0,142,"",71,67,NA
"2333","RT @lethebook: @ryangrim It does underline that the Green Party is largely a presidential vanity run, never having articulated a viable the…","DrNikhil_P_B",1369482970852028416,"2021-03-10 02:59:18",0,6,"",597,2520,NA
"2334","@therealcliffyb It was my first time ever playing a matchmade ranked gamemode in any video game and my party mates… https://t.co/MusLW8SY7b","Kunuckles",1369482969186934784,"2021-03-10 02:59:18",0,0,"Snek",98,484,NA
"2335","@MikeCrapo @SenJohnThune @LeaderMcConnell The working class party strikes again.","Tzipshmil",1369482967291150336,"2021-03-10 02:59:17",0,0,"👩‍💻",4910,573,NA
"2336","RT @SteveRustad1: Why are these MAGA traitors still in Congress???

Expel them all.

NOW.

#laurenboebert4prison #tuesdaymotivations #Resis…","BettyFellows",1369482965588221952,"2021-03-10 02:59:17",0,1150,"San Francisco Bay Area",36757,13200,NA
"2337","RT @CCurdapz: !!! TWITTER PARTY FOR LOU!!!

Join and tweet with us using the official tagline of the day:

WEDNeedToUnLOUck 100kSubs

 • Co…","angel_sexy586",1369482965063901184,"2021-03-10 02:59:17",0,12,"Calamba City, Calabarzon",508,931,NA
"2338","RT @john_cross_: @PMLaurier @aholyghost1 The trouble w/not having an actual unified Party plan is you can get caught sucking &amp; blowing at t…","Sharonapple123",1369482962685865984,"2021-03-10 02:59:16",0,2,"Canada",958,1630,NA
"2339","@NMkhabela It was @Smoochie_Vi 's party last weekend 😊","Thembisile_Q",1369482961226186752,"2021-03-10 02:59:16",0,0,"",87979,11321,NA
"2340","RT @sunshinevkoo: 20+ ARMY FOLLOW PARTY while i’m actually awake ??!! finally it’s my time 

hi i’m lis i’m 22, follow me and we can be moo…","MoDo2021",1369482959418441728,"2021-03-10 02:59:15",0,42,"Texas, USA",19,56,NA
"2341","RT @OdirileSOuL: How many ANC branches nominated Cyril to be ANC president?
How many voted for him at Nasrec?
How many voted for the ANC wi…","TKEQ6",1369482958890008576,"2021-03-10 02:59:15",0,4,"",28,64,NA
"2342","Seeing #BlackWidow in theaters is the first thing my vaccinated ass is going to do! Oh and have a giant party at th… https://t.co/AIoLvDYBu3","BwayGirlNY",1369482957908439040,"2021-03-10 02:59:15",0,0,"Palo Alto, CA",13,347,NA
"2343","RT @thehill: DNC beefs up its finance team as party looks to flex its newfound financial muscle https://t.co/v6N8B0BIL1 https://t.co/FjwBLa…","Merlyn1063",1369482950216126464,"2021-03-10 02:59:13",0,16,"",310,341,NA
"2344","@MikeCrapo @SenJohnThune @LeaderMcConnell The landed gentry party!! God, you are a joke!!","randyks1",1369482945916891136,"2021-03-10 02:59:12",0,0,"",6,18,NA
"2345","In white nerve news, this man (an M.D. &amp; a republican) celebrated his COVID-19 anniversary w/ a “CHINA VIRUS PARTY!… https://t.co/L9WFdh1My9","carpe_DMH",1369482945409523712,"2021-03-10 02:59:12",0,0,"Half a mile from Heaven. ",971,760,NA
"2346","RT @JYSexton: For people who keep asking what I expect out of a real and active Democratic Party that isn’t afraid of being bullied or spot…","DianneVidotto",1369482942867644416,"2021-03-10 02:59:11",0,1091,"Canada",172,835,NA
"2347","RT @Zamosings: This party is senseless, don’t come with your senses!!! Ashewo lomo LAYCON ten 🔥🔥🔥😆🚀","NeboUchenna1",1369482942809071616,"2021-03-10 02:59:11",0,73,"",15,120,NA
"2348","RT @RealQuoteMining: @ProjectLincoln If a political party does not have its foundation in the determination to advance a cause that is righ…","CastleInWindows",1369482940833538048,"2021-03-10 02:59:11",0,23,"",88,160,NA
"2349","@AleanaYoung This coming from the party that always wants shutdowns.","MSedor",1369482937821843456,"2021-03-10 02:59:10",0,0,"",44,199,NA
"2350","It gets a lil warm outside and everyone wanna party outside like 😭","FMinglee",1369482932671381504,"2021-03-10 02:59:09",0,0,"New York ✈️",542,1703,NA
"2351","@MikeCrapo @SenJohnThune @LeaderMcConnell The party of the working class folks!","doc_pig",1369482930767204352,"2021-03-10 02:59:09",0,0,"",35,233,NA
"2352","RT @AgentRondo_: Hey guys... Springfest... is a go 🌚. 

If you didn’t get a probate after party last year Spring / Fall 20’
Well.. your in…","HerbDaDonDada",1369482927600513024,"2021-03-10 02:59:08",0,39,"Houston, TX",1749,1000,NA
"2353","@Exposn4Humanity @Glenna45068207 @JackNationalist @YouTube He wasn't slandered. Racists flocked to his new party, b… https://t.co/se19mjFWes","WayneDevlin5",1369482925675188224,"2021-03-10 02:59:07",0,0,"A free nation at any cost",190,285,NA
"2354","@Swamy39 @AmitShah take strict action against this mindless creature. Throw him out of the party immediately","vijaymanhas947",1369482925419294720,"2021-03-10 02:59:07",0,0,"Pathankot",165,286,NA
"2355","Turkey&amp;#x27;s pro-Kurdish party to survive probe into terror links -analysts - The Jerusalem Post
https://t.co/iwapgHeDgq","Rojname_com",1369482924505055232,"2021-03-10 02:59:07",0,0,"Kurdistan, Europe",26533,1461,NA
"2356","RT @TuSirfMairaHai: #Shehnaazians streaming party join kro
Ir SS Share kro
@ProfessorEyesOn @cute_jatti_ @Shristi566SKG @Cool_rubii @AartiT…","sanamylov",1369482923838074880,"2021-03-10 02:59:07",0,6,"California, USA",1048,1055,NA
"2357","lol not too long ago Hawley, Cruz and Rubio were mumbling something about Rs being a workers party https://t.co/0P7phutuvh","nickcunningham1",1369482923754225664,"2021-03-10 02:59:07",0,0,"Portland, OR",2513,2550,NA
"2358","@GOP_Ethics @CynthiaMLummis Yes, Cynthia Lummis has radicaI racists views and belongs to a domestic terrorist organization, the GOP party","ACNickel",1369482922705698816,"2021-03-10 02:59:07",0,0,"",526,1286,NA
"2359","RT @bcabraham: I need your help here Twitter! Help me get to 250 RT’s so I can hook my guy @35Triple_B up with some awesome @MichelobULTRA…","hannahijohnston",1369482920583380992,"2021-03-10 02:59:06",0,85,"Memphis, TN",498,824,NA
"2360","RT @Chamchamtam1: 20+ ARMY FOLLOW PARTY ‼️

hiiii I’m Vivian!, I’m 23 yrs old. trying to find more moots to be friend with!! Anyways follow…","MoDo2021",1369482918406545408,"2021-03-10 02:59:06",0,27,"Texas, USA",19,56,NA
"2361","@kerrywashington @HillaryClinton In other words you chatted with an actual racist who has managed to fool majority… https://t.co/0BspKJuA4A","_kevinpereira_",1369482918226141184,"2021-03-10 02:59:06",0,0,"",1,26,NA
"2362","@BenThomasNZ No it’s not but a party that has no policies what else have you got","Mailmanfb",1369482911234150400,"2021-03-10 02:59:04",0,0,"Auckland Region, travels wide.",209,618,NA
"2363","RT @bubblytest: @DougCameron51 @SenatorCash What a difference between the powerful women of the Labor party compared to the insipid women o…","twitACTION",1369482910638612480,"2021-03-10 02:59:04",0,16,"Australia",829,1332,NA
"2364","@gloritac123 no es Party in the USA?","cd_alvarenga",1369482908474499072,"2021-03-10 02:59:03",1,0,"",2182,575,NA
"2365","RT @vincom2: same ruling party that just had that IPS forum where they literally pulled some sort of ""but poor chinese people exist too""? t…","crazyrichjason",1369482907920826368,"2021-03-10 02:59:03",0,3,"Oxford, Plague Island",2559,1127,NA
"2366","RT @tried_nukin_it: Joe(s), I do not care about the sanctity of the Senate. I care about getting things done. I care about the voting right…","MaryProffitt14",1369482906385735680,"2021-03-10 02:59:03",0,15,"Lexington, KY",1673,978,NA
"2367","RT @Pratik_rocks7: @AskAnshul You mean that congress party is getting commission from all agents of defence, marine, Spectrum, coal mining…","shashikantsaw12",1369482903789309952,"2021-03-10 02:59:02",0,10,"Nagpur, India",551,1832,NA
"2368","@jackthedm @chretiencooper @spinophrenic @SAMOYEDCORE @lohstroh When I say value I'm referring to purchasing power… https://t.co/VZI3lxZFWv","bitcoinmagic_",1369482903411908608,"2021-03-10 02:59:02",1,0,"",104,588,NA
"2369","@AmyeC3 The moderate side of Democratic Party is out trolling right now. It’s funky.","BearUrine",1369482902677884928,"2021-03-10 02:59:02",0,0,"",112,145,NA
"2370","@TheCryptoKnigh1 @LoveDove_369 Truman show. Lol. Maybe we're all cornered. The set's coming down before we all walk… https://t.co/hi13HWfoR9","LesProctor",1369482901818138624,"2021-03-10 02:59:02",1,0," 🌹🐶 The New Earth 🐶🌹",9740,4405,NA
"2371","RT @youngbiafran931: Not surprised that the party of cancel culture wants to #CancelTheGOP 😂 By the way liberals, whatever happened to the…","JRL8760",1369482901608423424,"2021-03-10 02:59:02",0,2,"Tennessee, USA",3252,3766,NA
"2372","RT @Stonekettle: Party who gave billionaire CEOs billion$ MORE in a massive tax giveaway which they used to bust unionization, eliminate Am…","pookoo_2000",1369482901264293888,"2021-03-10 02:59:02",0,129,"San Francisco, CA",1764,1212,NA
"2373","Insafians from Islamabad/Rawalpindi

This protest outside Election Commission is completely unofficial.. By party w… https://t.co/pOkMNoel6p","sanakaz93320092",1369482899255422976,"2021-03-10 02:59:01",0,0,"",4313,4936,NA
"2374","@GlassOlive Curses! I missed it. H'rrumph! and I so do love a good tea party! https://t.co/SdyIPPQkrm","VonSchpam",1369482898621882368,"2021-03-10 02:59:01",0,0,"",5,5,NA
"2375","@a5vote

REQUEST @arashi5official @MTV #FridayLivestream  

#ARASHI IN THE SUMMER / Turning Up / Kaito / Whenever Y… https://t.co/DISe0CRhIk","purplebear08302",1369482897804075008,"2021-03-10 02:59:01",0,0,"",831,827,NA
"2376","@mikmaqmatters @liberal_party @JaimeBattiste @perrybellegarde @BrianFrancisPEI @BernJordanMP Death makes one realiz… https://t.co/cSFuCwfcsF","smokesignal7",1369482896482983936,"2021-03-10 02:59:00",0,0,"Nova Scotia",16,80,NA
"2377","RT @SarahP_Fuller: @mikeshepherdME @CraigHickman It’s a testament to @CraigHickman’s work ethic, dedication to community, and bi-partisan s…","pjjenkins2011",1369482896310992896,"2021-03-10 02:59:00",0,1,"Maine, USA",74,291,NA
"2378","RT @anan77181615: @Bhadrakaali4 Forget about appreciating Deepti. They all are hell bent on calling her a forgerer. And those who are calli…","Vinetajiandani",1369482896168251392,"2021-03-10 02:59:00",0,4,"This World",83,210,NA
"2379","@DonaldJTrumpJr I didn't realize there were so many idiots in the COMMUNIST Party... You Lefties are wearing those… https://t.co/khAYQQphrP","mrcool3910",1369482895849525248,"2021-03-10 02:59:00",0,0,"",3,51,NA
"2380","Returns / Poppin'Party
#なかたぷれ #Nowplaying #hfplayer","Nkt_prfm_",1369482892720496640,"2021-03-10 02:59:00",0,0,"林文子",250,348,NA
"2381","RT @BlinkVotingCrew: [🚧] #Lilimonth Daily streaming party  for LISA's birthday has started! Kindly STREAM all Lisa's Videos and make sure t…","mrooih",1369482890921136128,"2021-03-10 02:58:59",0,69,"Vietnam",1,18,NA
"2382","RT @PoliticalCupid: @erinotoole Well maybe you should sit down and explain to your children and grandchildren that there was a deadly globa…","focusedpathinc",1369482890631811072,"2021-03-10 02:58:59",0,6,"Calgary, Alberta",119,46,NA
"2383","It's not always clear what the effects will be. For example, the Georgia state Senate wants to restrict mail-in vot… https://t.co/xcyPUPVzqS","SamWangPhD",1369482890103382016,"2021-03-10 02:58:59",6,2,"Princeton, New Jersey, USA",51633,2287,NA
"2384","@gual_adwa @ibnalieth Melles and his party were proud of the crimes they have committed on Somalis","SamiBaree",1369482889579159552,"2021-03-10 02:58:59",0,0,"",372,1621,NA
"2385","REQUEST @arashi5official @MTV #FridayLivestream

Turning Up/Party Starters
Whenever You Call
The Music Never Ends https://t.co/hEib3PuFUK","pandaLOVEsho1",1369482887905574912,"2021-03-10 02:58:58",2,1,"",149,146,NA
"2386","@LexxDiary Lol 😂  no party but I’m ready to cook a big dinner","dozier_krystal",1369482887670751232,"2021-03-10 02:58:58",0,0,"Florida, USA",151,351,NA
"2387","RT @CPIM_WESTBENGAL: Before attending the remembrance meeting of martyr comrade Maidul Islam Middya, @salimdotcomrade visited the family me…","real__indian",1369482886131326976,"2021-03-10 02:58:58",0,15,"",2336,2366,NA
"2388","RT @thekpopsis: To get the hashtag #/SB19_WHAT trending we will be doing a Q&amp;A/mention party at 7:00PM CST (9:00AM PST) here on Twitter! Ge…","meme63927251",1369482879470768128,"2021-03-10 02:58:56",0,375,"",498,1014,NA
"2389","@WalshFreedom Voter suppression has been a priority of your former party for decades—you were a part of it. It’s no… https://t.co/5e2LKFocsF","Rocketman3711",1369482875800870912,"2021-03-10 02:58:56",0,0,"Ithaca, NY",19,265,NA
"2390","We getting the vaccine so we can party, socialize and travel indiscriminately or so we don’t get covid?","Brandneus",1369482875494600704,"2021-03-10 02:58:55",0,0,"Orlando, FL",302,491,NA
"2391","@China2ASEAN I hope that during the 14th Five Year Plan period, under the wise leadership of the party and state le… https://t.co/hROe1xB5Aa","CaoDodoi",1369482874349576192,"2021-03-10 02:58:55",0,0,"People's Republic of China",407,472,NA
"2392","Myanmar Coup’s Merciless Killings; Another detained NLD party member was murdered in custody again. Arrest people f… https://t.co/jiywOA11Ok","ANYEIN94",1369482872499941376,"2021-03-10 02:58:55",13,16,"Myanmar",228,450,NA
"2393","@SenatorCardin HE Cardin, We oppose the resolution against Ethiopia who is under joint threat of Egypt and Sudan an… https://t.co/trHTPW93cm","EthiopianCommu2",1369482872327929856,"2021-03-10 02:58:55",0,0,"",5,75,NA
"2394","RT @BoxedDaDon: my stream just crashed wit 30 in a watch party im DONE","PoIoGoated",1369482870964826112,"2021-03-10 02:58:54",0,2,NA,NA,NA,NA
"2395","@Franklin_Graham @govkristinoem Not to change the subject, Frank—OK, I am—but how do you justify being a member of… https://t.co/TwDnm0SoB8","woodchu84336539",1369482870234832896,"2021-03-10 02:58:54",0,0,"",13,85,NA
"2396","Latest: Union Education Minister Ramesh Pokhriyal to participate in Uttarakhand BJP legislative party meeting in Dehradun later today","kktotlani",1369482866661285888,"2021-03-10 02:58:53",4,0,"Jaipur",15869,12739,NA
"2397","Now the party has found a baby LMAO","llamaemilia",1369482866535657472,"2021-03-10 02:58:53",2,0,"Texas",804,319,NA
"2398","@BlakeDotjpeg @BrodyWilbur @IlhanMN @RepTimRyan Yeah except one of them is a deeply flawed and incompetent conserva… https://t.co/NMjwJlCMPW","MascaraChainsaw",1369482863213645824,"2021-03-10 02:58:53",0,0,"Colorado, USA",46,227,NA
"2399","@a5vote

REQUEST @arashi5official @MTV #FridayLivestream  

#ARASHI IN THE SUMMER / Turning Up / Kaito / Whenever Y… https://t.co/bhePfRGxwV","nerumiyo1",1369482861342953472,"2021-03-10 02:58:52",0,0,"",13,23,NA
"2400","Another Stream without our main Guest Shiny Regidrago now at 6152 regular guest.

Sending The Party Over to… https://t.co/sXm0A7TpHs","AedioNx",1369482861229744128,"2021-03-10 02:58:52",1,0,"",59,87,NA
"2401","It's about to be a party every night at 6:00 and 10:00. Just tell @BodeBrooks it's BYOB https://t.co/M3iIboHEcW","ChrisDemirdjian",1369482861179453440,"2021-03-10 02:58:52",1,0,"Monroe, LA/El Dorado, AR",2337,1000,NA
"2402","RT @xshotos: i hope it’s not too late to join the follow party 🌻
hi im effe, ot7 army and please dont ask me who my bias is cause i change…","MoDo2021",1369482860558753792,"2021-03-10 02:58:52",0,37,"Texas, USA",19,56,NA
"2403","@Swamy39 before tweeting on this have you cross checked the facts. you are in Parliament why don't you ask this fro… https://t.co/n8UUlaT0un","Md61422857",1369482860210446336,"2021-03-10 02:58:52",0,0,"",13,15,NA
"2404","RT @CREWcrew: 10. If states stopped gerrymandering based on race and party, elections would be more about whose policies voters liked, rath…","CitizenFront",1369482859610841088,"2021-03-10 02:58:52",0,113,"",473,3900,NA
"2405","@BingSwap Thanks for the opportunityThumbs up
Great giveaway project Party popper
A very good project i think it is… https://t.co/vIu1S3tF6S","Raditya63500081",1369482858532769792,"2021-03-10 02:58:51",0,0,"Nganjuk, Indonesia",12,180,NA
"2406","@TheSpringHare //drink, dance, sing, party and make people laugh","Jin_Estacado",1369482853474516992,"2021-03-10 02:58:50",1,0,"",150,258,NA
"2407","RT @blackpinkshazam: Streaming-Shazam Party
#OnTheGroundinTwoDays #로제 @BLACKPINK https://t.co/7UMd2BslrJ","Chuseiiio_",1369482852404928512,"2021-03-10 02:58:50",0,15,"",119,209,NA
